dt,AverageTemperature,State
20100106,27.962,South Carolina
20100107,28.258,South Carolina
20100108,27.944,South Carolina
20100109,25.259,South Carolina
20100110,18.399,South Carolina
20100111,12.741,South Carolina
20100112,3.984,South Carolina
20110101,5.226,South Carolina
20110102,10.607,South Carolina
20110103,13.601,South Carolina
20110104,18.833,South Carolina
20110105,22.374,South Carolina
20110106,27.503,South Carolina
20110107,28.537,South Carolina
20110108,27.849,South Carolina
20110109,23.892,South Carolina
20110110,16.643,South Carolina
20110111,13.616,South Carolina
20110112,10.882,South Carolina
20120101,9.596,South Carolina
20120102,10.828,South Carolina
20120103,17.774,South Carolina
20120104,18.293,South Carolina
20120105,23.198,South Carolina
20120106,24.301,South Carolina
20120107,28.614,South Carolina
20120108,25.991,South Carolina
20120109,23.644,South Carolina
20120110,18.105,South Carolina
20120111,11.048,South Carolina
20120112,11.259,South Carolina
20130101,10.503,South Carolina
20130102,8.494,South Carolina
20130103,9.677,South Carolina
20130104,17.159,South Carolina
20130105,20.543,South Carolina
20130106,25.721,South Carolina
20130107,26.507,South Carolina
20130108,25.733,South Carolina
20130109,24.284,South Carolina
19000101,4.261,South Dakota
19000102,10.152,South Dakota
19000103,1.564,South Dakota
19000104,9.822,South Dakota
19000105,16.414,South Dakota
19000106,20.803,South Dakota
19000107,22.025,South Dakota
19000108,23.692,South Dakota
19000109,15.387,South Dakota
19000110,11.144,South Dakota
19000111,1.908,South Dakota
19000112,3.17,South Dakota
19010101,6.122,South Dakota
19010102,8.965,South Dakota
19010103,0.004,South Dakota
19010104,8.44,South Dakota
19010105,15.623,South Dakota
19010106,18.35,South Dakota
19010107,25.352,South Dakota
19010108,22.264,South Dakota
19010109,14.309,South Dakota
19010110,10.406,South Dakota
19010111,1.134,South Dakota
19010112,7.156,South Dakota
19020101,6.735,South Dakota
19020102,7.492,South Dakota
19020103,0.414,South Dakota
19020104,6.269,South Dakota
19020105,14.98,South Dakota
19020106,16.566,South Dakota
19020107,21.56,South Dakota
19020108,20.272,South Dakota
19020109,14.071,South Dakota
19020110,9.103,South Dakota
19020111,0.77,South Dakota
19020112,9.651,South Dakota
19030101,7.441,South Dakota
19030102,11.082,South Dakota
19030103,1.233,South Dakota
19030104,7.388,South Dakota
19030105,13.303,South Dakota
19030106,17.812,South Dakota
19030107,21.157,South Dakota
19030108,19.929,South Dakota
19030109,13.379,South Dakota
19030110,9.998,South Dakota
19030111,0.908,South Dakota
19030112,7.049,South Dakota
19040101,10.265,South Dakota
19040102,11.836,South Dakota
19040103,1.352,South Dakota
19040104,5.441,South Dakota
19040105,13.216,South Dakota
19040106,17.456,South Dakota
19040107,20.188,South Dakota
19040108,20.372,South Dakota
19040109,15.555,South Dakota
19040110,10.224,South Dakota
19040111,3.781,South Dakota
19040112,6.022,South Dakota
19050101,12.161,South Dakota
19050102,10.952,South Dakota
19050103,3.552,South Dakota
19050104,6.064,South Dakota
19050105,10.865,South Dakota
19050106,17.281,South Dakota
19050107,20.056,South Dakota
19050108,21.928,South Dakota
19050109,17.429,South Dakota
19050110,6.212,South Dakota
19050111,2.111,South Dakota
19050112,4.934,South Dakota
19060101,5.946,South Dakota
19060102,5.948,South Dakota
19060103,5.539,South Dakota
19060104,9.44,South Dakota
19060105,12.971,South Dakota
19060106,17.367,South Dakota
19060107,20.811,South Dakota
19060108,20.698,South Dakota
19060109,17.372,South Dakota
19060110,8.361,South Dakota
19060111,0.469,South Dakota
19060112,6.389,South Dakota
19070101,14.121,South Dakota
19070102,5.586,South Dakota
19070103,2.01,South Dakota
19070104,2.992,South Dakota
19070105,8.996,South Dakota
19070106,17.547,South Dakota
19070107,20.829,South Dakota
19070108,20.855,South Dakota
19070109,13.988,South Dakota
19070110,8.804,South Dakota
19070111,1.104,South Dakota
19070112,3.53,South Dakota
19080101,4.424,South Dakota
19080102,5.778,South Dakota
19080103,0.484,South Dakota
19080104,8.563,South Dakota
19080105,11.856,South Dakota
19080106,17.071,South Dakota
19080107,21.842,South Dakota
19080108,19.576,South Dakota
19080109,18.891,South Dakota
19080110,7.901,South Dakota
19080111,1.699,South Dakota
19080112,6.136,South Dakota
19090101,10.055,South Dakota
19090102,6.901,South Dakota
19090103,0.954,South Dakota
19090104,3.612,South Dakota
19090105,12.047,South Dakota
19090106,18.968,South Dakota
19090107,21.602,South Dakota
19090108,23.572,South Dakota
19090109,16.327,South Dakota
19090110,8.35,South Dakota
19090111,0.869,South Dakota
19090112,12.465,South Dakota
19100101,9.23,South Dakota
19100102,11.44,South Dakota
19100103,7.892,South Dakota
19100104,10.263,South Dakota
19100105,11.388,South Dakota
19100106,19.91,South Dakota
19100107,22.876,South Dakota
19100108,19.74,South Dakota
19100109,15.737,South Dakota
19100110,11.45,South Dakota
19100111,0.636,South Dakota
19100112,5.917,South Dakota
19110101,9.252,South Dakota
19110102,6.783,South Dakota
19110103,3.731,South Dakota
19110104,6.578,South Dakota
19110105,14.958,South Dakota
19110106,22.429,South Dakota
19110107,21.414,South Dakota
19110108,19.309,South Dakota
19110109,16.112,South Dakota
19110110,6.602,South Dakota
19110111,4.695,South Dakota
19110112,6.379,South Dakota
19120101,14.725,South Dakota
19120102,6.762,South Dakota
19120103,5.923,South Dakota
19120104,8.517,South Dakota
19120105,13.624,South Dakota
19120106,17.934,South Dakota
19120107,21.515,South Dakota
19120108,19.844,South Dakota
19120109,12.686,South Dakota
19120110,8.764,South Dakota
19120111,2.97,South Dakota
19120112,3.609,South Dakota
19130101,9.272,South Dakota
19130102,9.278,South Dakota
19130103,3.913,South Dakota
19130104,8.887,South Dakota
19130105,12.224,South Dakota
19130106,20.628,South Dakota
19130107,21.487,South Dakota
19130108,23.222,South Dakota
19130109,16.399,South Dakota
19130110,6.263,South Dakota
19130111,3.812,South Dakota
19130112,3.226,South Dakota
19140101,4.032,South Dakota
19140102,11.459,South Dakota
19140103,0.506,South Dakota
19140104,7.037,South Dakota
19140105,13.784,South Dakota
19140106,19.454,South Dakota
19140107,24.071,South Dakota
19140108,20.612,South Dakota
19140109,17.082,South Dakota
19140110,10.766,South Dakota
19140111,3.294,South Dakota
19140112,10.767,South Dakota
19150101,9.871,South Dakota
19150102,5.014,South Dakota
19150103,5.398,South Dakota
19150104,11.273,South Dakota
19150105,11.007,South Dakota
19150106,15.676,South Dakota
19150107,18.49,South Dakota
19150108,18.576,South Dakota
19150109,14.677,South Dakota
19150110,10.176,South Dakota
19150111,1.892,South Dakota
19150112,4.87,South Dakota
19160101,15.648,South Dakota
19160102,7.828,South Dakota
19160103,0.454,South Dakota
19160104,6.039,South Dakota
19160105,12.256,South Dakota
19160106,16.107,South Dakota
19160107,24.953,South Dakota
19160108,20.773,South Dakota
19160109,15.09,South Dakota
19160110,7.026,South Dakota
19160111,0.438,South Dakota
19160112,11.66,South Dakota
19170101,10.512,South Dakota
19170102,11.849,South Dakota
19170103,3.111,South Dakota
19170104,4.71,South Dakota
19170105,10.957,South Dakota
19170106,16.999,South Dakota
19170107,23.488,South Dakota
19170108,19.972,South Dakota
19170109,15.656,South Dakota
19170110,4.534,South Dakota
19170111,5.006,South Dakota
19170112,11.166,South Dakota
19180101,13.825,South Dakota
19180102,7.05,South Dakota
19180103,4.567,South Dakota
19180104,5.301,South Dakota
19180105,13.98,South Dakota
19180106,20.157,South Dakota
19180107,21.318,South Dakota
19180108,21.691,South Dakota
19180109,13.384,South Dakota
19180110,10.238,South Dakota
19180111,0.742,South Dakota
19180112,3.853,South Dakota
19190101,2.967,South Dakota
19190102,8.623,South Dakota
19190103,1.675,South Dakota
19190104,6.7,South Dakota
19190105,13.336,South Dakota
19190106,20.361,South Dakota
19190107,23.743,South Dakota
19190108,21.668,South Dakota
19190109,17.514,South Dakota
19190110,3.965,South Dakota
19190111,4.432,South Dakota
19190112,9.167,South Dakota
19200101,8.203,South Dakota
19200102,5.331,South Dakota
19200103,1.009,South Dakota
19200104,2.149,South Dakota
19200105,12.915,South Dakota
19200106,18.148,South Dakota
19200107,21.692,South Dakota
19200108,20.606,South Dakota
19200109,16.716,South Dakota
19200110,11.066,South Dakota
19200111,0.771,South Dakota
19200112,5.525,South Dakota
19210101,3.804,South Dakota
19210102,1.818,South Dakota
19210103,2.169,South Dakota
19210104,7.719,South Dakota
19210105,13.383,South Dakota
19210106,22.196,South Dakota
19210107,23.729,South Dakota
19210108,21.581,South Dakota
19210109,15.97,South Dakota
19210110,10.209,South Dakota
19210111,2.351,South Dakota
19210112,5.106,South Dakota
19220101,10.601,South Dakota
19220102,12.713,South Dakota
19220103,0.296,South Dakota
19220104,7.123,South Dakota
19220105,14.148,South Dakota
19220106,19.942,South Dakota
19220107,20.583,South Dakota
19220108,23.12,South Dakota
19220109,18.159,South Dakota
19220110,10.039,South Dakota
19220111,1.372,South Dakota
19220112,8.511,South Dakota
19230101,5.527,South Dakota
19230102,9.183,South Dakota
19230103,2.82,South Dakota
19230104,6.317,South Dakota
19230105,13.258,South Dakota
19230106,19.239,South Dakota
19230107,23.452,South Dakota
19230108,19.616,South Dakota
19230109,16.585,South Dakota
19230110,7.444,South Dakota
19230111,3.923,South Dakota
19230112,2.673,South Dakota
19240101,11.991,South Dakota
19240102,3.7,South Dakota
19240103,2.902,South Dakota
19240104,6.68,South Dakota
19240105,10.177,South Dakota
19240106,16.801,South Dakota
19240107,20.45,South Dakota
19240108,20.657,South Dakota
19240109,14.667,South Dakota
19240110,11.95,South Dakota
19240111,1.316,South Dakota
19240112,11.878,South Dakota
19250101,9.818,South Dakota
19250102,3.459,South Dakota
19250103,2.064,South Dakota
19250104,10.673,South Dakota
19250105,13.251,South Dakota
19250106,18.174,South Dakota
19250107,21.673,South Dakota
19250108,22.367,South Dakota
19250109,17.616,South Dakota
19250110,2.247,South Dakota
19250111,0.801,South Dakota
19250112,5.778,South Dakota
19260101,6.725,South Dakota
19260102,1.896,South Dakota
19260103,0.437,South Dakota
19260104,7.415,South Dakota
19260105,16.343,South Dakota
19260106,18.197,South Dakota
19260107,22.842,South Dakota
19260108,21.42,South Dakota
19260109,14.113,South Dakota
19260110,9.064,South Dakota
19260111,2.206,South Dakota
19260112,7.565,South Dakota
19270101,7.467,South Dakota
19270102,4.056,South Dakota
19270103,1.029,South Dakota
19270104,6.354,South Dakota
19270105,11.226,South Dakota
19270106,17.515,South Dakota
19270107,20.436,South Dakota
19270108,19.175,South Dakota
19270109,16.172,South Dakota
19270110,10.645,South Dakota
19270111,1.838,South Dakota
19270112,14.457,South Dakota
19280101,6.398,South Dakota
19280102,3.869,South Dakota
19280103,1.913,South Dakota
19280104,4.417,South Dakota
19280105,15.639,South Dakota
19280106,15.793,South Dakota
19280107,21.78,South Dakota
19280108,21.231,South Dakota
19280109,14.603,South Dakota
19280110,8.557,South Dakota
19280111,1.187,South Dakota
19280112,3.148,South Dakota
19290101,15.275,South Dakota
19290102,12.411,South Dakota
19290103,1.7,South Dakota
19290104,7.134,South Dakota
19290105,11.832,South Dakota
19290106,17.879,South Dakota
19290107,23.507,South Dakota
19290108,22.788,South Dakota
19290109,13.307,South Dakota
19290110,9.361,South Dakota
19290111,1.931,South Dakota
19290112,6.616,South Dakota
19300101,14.901,South Dakota
19300102,0.116,South Dakota
19300103,0.427,South Dakota
19300104,9.897,South Dakota
19300105,12.012,South Dakota
19300106,18.554,South Dakota
19300107,24.863,South Dakota
19300108,22.774,South Dakota
19300109,15.914,South Dakota
19300110,6.982,South Dakota
19300111,1.237,South Dakota
19300112,3.585,South Dakota
19310101,2.529,South Dakota
19310102,0.453,South Dakota
19310103,0.718,South Dakota
19310104,8.139,South Dakota
19310105,12.61,South Dakota
19310106,22.695,South Dakota
19310107,24.23,South Dakota
19310108,21.773,South Dakota
19310109,19.317,South Dakota
19310110,10.409,South Dakota
19310111,0.889,South Dakota
19310112,4.307,South Dakota
19320101,10.083,South Dakota
19320102,5.904,South Dakota
19320103,4.436,South Dakota
19320104,8.833,South Dakota
19320105,14.685,South Dakota
19320106,19.89,South Dakota
19320107,23.316,South Dakota
19320108,22.144,South Dakota
19320109,15.709,South Dakota
19320110,6.18,South Dakota
19320111,0.616,South Dakota
19320112,8.618,South Dakota
19330101,4.21,South Dakota
19330102,8.78,South Dakota
19330103,0.743,South Dakota
19330104,6.697,South Dakota
19330105,12.53,South Dakota
19330106,23.967,South Dakota
19330107,24.694,South Dakota
19330108,20.849,South Dakota
19330109,18.518,South Dakota
19330110,8.815,South Dakota
19330111,1.984,South Dakota
19330112,6.012,South Dakota
19340101,3.709,South Dakota
19340102,3.189,South Dakota
19340103,0.131,South Dakota
19340104,8.307,South Dakota
19340105,19.768,South Dakota
19340106,20.664,South Dakota
19340107,24.817,South Dakota
19340108,21.873,South Dakota
19340109,13.255,South Dakota
19340110,11.269,South Dakota
19340111,3.313,South Dakota
19340112,6.304,South Dakota
19350101,8.617,South Dakota
19350102,0.804,South Dakota
19350103,1.602,South Dakota
19350104,4.582,South Dakota
19350105,10.159,South Dakota
19350106,17.218,South Dakota
19350107,25.734,South Dakota
19350108,22.027,South Dakota
19350109,16.802,South Dakota
19350110,7.918,South Dakota
19350111,2.494,South Dakota
19350112,6.057,South Dakota
19360101,14.878,South Dakota
19360102,19.879,South Dakota
19360103,0.316,South Dakota
19360104,4.764,South Dakota
19360105,16.861,South Dakota
19360106,21.285,South Dakota
19360107,28.302,South Dakota
19360108,24.067,South Dakota
19360109,17.998,South Dakota
19360110,7.861,South Dakota
19360111,0.179,South Dakota
19360112,5.656,South Dakota
19370101,17.684,South Dakota
19370102,9.11,South Dakota
19370103,1.313,South Dakota
19370104,6.073,South Dakota
19370105,14.974,South Dakota
19370106,18.074,South Dakota
19370107,23.956,South Dakota
19370108,25.16,South Dakota
19370109,17.294,South Dakota
19370110,8.62,South Dakota
19370111,0.897,South Dakota
19370112,7.29,South Dakota
19380101,7.536,South Dakota
19380102,7.77,South Dakota
19380103,2.734,South Dakota
19380104,7.834,South Dakota
19380105,12.459,South Dakota
19380106,19.71,South Dakota
19380107,23.144,South Dakota
19380108,23.831,South Dakota
19380109,18.021,South Dakota
19380110,12.498,South Dakota
19380111,1.248,South Dakota
19380112,4.166,South Dakota
19390101,3.947,South Dakota
19390102,11.979,South Dakota
19390103,0.436,South Dakota
19390104,7.166,South Dakota
19390105,17.304,South Dakota
19390106,18.459,South Dakota
19390107,24.629,South Dakota
19390108,21.692,South Dakota
19390109,18,South Dakota
19390110,8.543,South Dakota
19390111,3.392,South Dakota
19390112,0.684,South Dakota
19400101,13.852,South Dakota
19400102,6.26,South Dakota
19400103,1.395,South Dakota
19400104,5.607,South Dakota
19400105,13.761,South Dakota
19400106,19.59,South Dakota
19400107,24.809,South Dakota
19400108,21.372,South Dakota
19400109,19.04,South Dakota
19400110,12.237,South Dakota
19400111,2.515,South Dakota
19400112,3.443,South Dakota
19410101,7.336,South Dakota
19410102,6.417,South Dakota
19410103,0.993,South Dakota
19410104,8.437,South Dakota
19410105,16.613,South Dakota
19410106,18.875,South Dakota
19410107,23.496,South Dakota
19410108,22.741,South Dakota
19410109,15.936,South Dakota
19410110,8.697,South Dakota
19410111,2.144,South Dakota
19410112,2.463,South Dakota
19420101,5.245,South Dakota
19420102,6.34,South Dakota
19420103,0.75,South Dakota
19420104,9.788,South Dakota
19420105,11.245,South Dakota
19420106,17.516,South Dakota
19420107,21.787,South Dakota
19420108,21.445,South Dakota
19420109,13.916,South Dakota
19420110,9.261,South Dakota
19420111,1.116,South Dakota
19420112,6.577,South Dakota
19430101,12.804,South Dakota
19430102,3.513,South Dakota
19430103,3.999,South Dakota
19430104,9.434,South Dakota
19430105,11.734,South Dakota
19430106,18.334,South Dakota
19430107,23.488,South Dakota
19430108,22.802,South Dakota
19430109,15.243,South Dakota
19430110,10.088,South Dakota
19430111,0.29,South Dakota
19430112,3.573,South Dakota
19440101,3.471,South Dakota
19440102,7.852,South Dakota
19440103,4.985,South Dakota
19440104,5.372,South Dakota
19440105,15.847,South Dakota
19440106,18.081,South Dakota
19440107,21.273,South Dakota
19440108,21.071,South Dakota
19440109,15.656,South Dakota
19440110,10.355,South Dakota
19440111,0.292,South Dakota
19440112,5.975,South Dakota
19450101,6.167,South Dakota
19450102,5.392,South Dakota
19450103,3.166,South Dakota
19450104,5.538,South Dakota
19450105,11.009,South Dakota
19450106,14.968,South Dakota
19450107,21.82,South Dakota
19450108,21.652,South Dakota
19450109,14.964,South Dakota
19450110,9.767,South Dakota
19450111,0.108,South Dakota
19450112,9.353,South Dakota
19460101,5.897,South Dakota
19460102,4.405,South Dakota
19460103,5.243,South Dakota
19460104,11.106,South Dakota
19460105,11.403,South Dakota
19460106,19.055,South Dakota
19460107,23.154,South Dakota
19460108,20.236,South Dakota
19460109,15.476,South Dakota
19460110,6.851,South Dakota
19460111,0.282,South Dakota
19460112,4.659,South Dakota
19470101,4.704,South Dakota
19470102,8.515,South Dakota
19470103,2.38,South Dakota
19470104,5.741,South Dakota
19470105,11.759,South Dakota
19470106,16.734,South Dakota
19470107,22.664,South Dakota
19470108,24.688,South Dakota
19470109,16.724,South Dakota
19470110,12.908,South Dakota
19470111,2.953,South Dakota
19470112,5.592,South Dakota
19480101,8.62,South Dakota
19480102,8.682,South Dakota
19480103,2.795,South Dakota
19480104,9.479,South Dakota
19480105,13.889,South Dakota
19480106,17.92,South Dakota
19480107,22.527,South Dakota
19480108,22.219,South Dakota
19480109,19.149,South Dakota
19480110,9.239,South Dakota
19480111,0.504,South Dakota
19480112,7.05,South Dakota
19490101,13.643,South Dakota
19490102,10.574,South Dakota
19490103,1.246,South Dakota
19490104,9.242,South Dakota
19490105,15.378,South Dakota
19490106,19.714,South Dakota
19490107,23.69,South Dakota
19490108,23.245,South Dakota
19490109,14.615,South Dakota
19490110,8.574,South Dakota
19490111,5.451,South Dakota
19490112,7.438,South Dakota
19500101,15.798,South Dakota
19500102,6.839,South Dakota
19500103,4.195,South Dakota
19500104,3.029,South Dakota
19500105,11.351,South Dakota
19500106,18.772,South Dakota
19500107,20.179,South Dakota
19500108,19.81,South Dakota
19500109,15.676,South Dakota
19500110,10.964,South Dakota
19500111,1.424,South Dakota
19500112,6.45,South Dakota
19510101,9.685,South Dakota
19510102,4.358,South Dakota
19510103,6.302,South Dakota
19510104,5.12,South Dakota
19510105,14.077,South Dakota
19510106,15.536,South Dakota
19510107,21.392,South Dakota
19510108,20.223,South Dakota
19510109,13.244,South Dakota
19510110,7.729,South Dakota
19510111,1.595,South Dakota
19510112,10.778,South Dakota
19520101,10.556,South Dakota
19520102,4.415,South Dakota
19520103,4.922,South Dakota
19520104,8.9,South Dakota
19520105,13.867,South Dakota
19520106,21.036,South Dakota
19520107,22.509,South Dakota
19520108,21.662,South Dakota
19520109,18.284,South Dakota
19520110,7.968,South Dakota
19520111,0.458,South Dakota
19520112,4.483,South Dakota
19530101,5.097,South Dakota
19530102,4.806,South Dakota
19530103,0.495,South Dakota
19530104,3.982,South Dakota
19530105,12.207,South Dakota
19530106,19.846,South Dakota
19530107,22.136,South Dakota
19530108,22.301,South Dakota
19530109,16.666,South Dakota
19530110,12.451,South Dakota
19530111,3.545,South Dakota
19530112,4.021,South Dakota
19540101,10.712,South Dakota
19540102,2.908,South Dakota
19540103,2.672,South Dakota
19540104,7.564,South Dakota
19540105,11.702,South Dakota
19540106,18.499,South Dakota
19540107,24.442,South Dakota
19540108,21.787,South Dakota
19540109,16.337,South Dakota
19540110,7.883,South Dakota
19540111,4.413,South Dakota
19540112,3.179,South Dakota
19550101,6.743,South Dakota
19550102,9.43,South Dakota
19550103,2.05,South Dakota
19550104,10.923,South Dakota
19550105,16.15,South Dakota
19550106,17.639,South Dakota
19550107,24.804,South Dakota
19550108,24.257,South Dakota
19550109,16.652,South Dakota
19550110,10.314,South Dakota
19550111,4.984,South Dakota
19550112,10.308,South Dakota
19560101,9.696,South Dakota
19560102,8.813,South Dakota
19560103,1.104,South Dakota
19560104,4.055,South Dakota
19560105,14.067,South Dakota
19560106,22.651,South Dakota
19560107,21.557,South Dakota
19560108,20.98,South Dakota
19560109,15.868,South Dakota
19560110,11.782,South Dakota
19560111,0.475,South Dakota
19560112,3.095,South Dakota
19570101,12.812,South Dakota
19570102,4.878,South Dakota
19570103,0.372,South Dakota
19570104,5.729,South Dakota
19570105,12.624,South Dakota
19570106,17.754,South Dakota
19570107,24.244,South Dakota
19570108,21.878,South Dakota
19570109,14.665,South Dakota
19570110,8.512,South Dakota
19570111,0.809,South Dakota
19570112,1.127,South Dakota
19580101,3.813,South Dakota
19580102,7.822,South Dakota
19580103,1.85,South Dakota
19580104,6.981,South Dakota
19580105,15.976,South Dakota
19580106,16.879,South Dakota
19580107,20.073,South Dakota
19580108,23.041,South Dakota
19580109,17.409,South Dakota
19580110,10.267,South Dakota
19580111,1.288,South Dakota
19580112,6.709,South Dakota
19590101,10.163,South Dakota
19590102,9.41,South Dakota
19590103,1.986,South Dakota
19590104,6.828,South Dakota
19590105,13.088,South Dakota
19590106,21.432,South Dakota
19590107,22.847,South Dakota
19590108,23.985,South Dakota
19590109,15.354,South Dakota
19590110,6.26,South Dakota
19590111,3.504,South Dakota
19590112,1.327,South Dakota
19600101,8.624,South Dakota
19600102,9.14,South Dakota
19600103,5.815,South Dakota
19600104,7.52,South Dakota
19600105,13.569,South Dakota
19600106,18.052,South Dakota
19600107,23.636,South Dakota
19600108,22.213,South Dakota
19600109,16.841,South Dakota
19600110,9.889,South Dakota
19600111,1.326,South Dakota
19600112,6.634,South Dakota
19610101,7.079,South Dakota
19610102,3.204,South Dakota
19610103,2.661,South Dakota
19610104,4.848,South Dakota
19610105,12.412,South Dakota
19610106,20.655,South Dakota
19610107,22.183,South Dakota
19610108,23.729,South Dakota
19610109,13.883,South Dakota
19610110,9.652,South Dakota
19610111,0.522,South Dakota
19610112,8.278,South Dakota
19620101,9.591,South Dakota
19620102,7.629,South Dakota
19620103,3.892,South Dakota
19620104,7.905,South Dakota
19620105,14.772,South Dakota
19620106,18.396,South Dakota
19620107,20.609,South Dakota
19620108,21.48,South Dakota
19620109,14.932,South Dakota
19620110,10.756,South Dakota
19620111,3.553,South Dakota
19620112,4.177,South Dakota
19630101,13,South Dakota
19630102,4.392,South Dakota
19630103,3.544,South Dakota
19630104,7.774,South Dakota
19630105,13.818,South Dakota
19630106,20.888,South Dakota
19630107,23.572,South Dakota
19630108,22.375,South Dakota
19630109,18.074,South Dakota
19630110,14.364,South Dakota
19630111,3.037,South Dakota
19630112,8.8,South Dakota
19640101,4.85,South Dakota
19640102,3.453,South Dakota
19640103,2.879,South Dakota
19640104,7.903,South Dakota
19640105,15.361,South Dakota
19640106,19.085,South Dakota
19640107,24.434,South Dakota
19640108,20.271,South Dakota
19640109,15.05,South Dakota
19640110,9.576,South Dakota
19640111,0.247,South Dakota
19640112,10.003,South Dakota
19650101,9.609,South Dakota
19650102,7.409,South Dakota
19650103,6.73,South Dakota
19650104,7.229,South Dakota
19650105,13.943,South Dakota
19650106,18.623,South Dakota
19650107,22.354,South Dakota
19650108,21.197,South Dakota
19650109,10.311,South Dakota
19650110,11.141,South Dakota
19650111,1.226,South Dakota
19650112,2.056,South Dakota
19660101,13.596,South Dakota
19660102,9.109,South Dakota
19660103,2.042,South Dakota
19660104,4.465,South Dakota
19660105,13.323,South Dakota
19660106,19.529,South Dakota
19660107,25.227,South Dakota
19660108,19.824,South Dakota
19660109,15.95,South Dakota
19660110,9.044,South Dakota
19660111,0.903,South Dakota
19660112,5.385,South Dakota
19670101,6.088,South Dakota
19670102,7.051,South Dakota
19670103,1.508,South Dakota
19670104,7.109,South Dakota
19670105,10.988,South Dakota
19670106,17.49,South Dakota
19670107,21.628,South Dakota
19670108,21.174,South Dakota
19670109,16.55,South Dakota
19670110,8.947,South Dakota
19670111,0.659,South Dakota
19670112,6.625,South Dakota
19680101,8.55,South Dakota
19680102,6.067,South Dakota
19680103,3.83,South Dakota
19680104,6.911,South Dakota
19680105,11.222,South Dakota
19680106,18.928,South Dakota
19680107,21.912,South Dakota
19680108,20.794,South Dakota
19680109,15.641,South Dakota
19680110,9.782,South Dakota
19680111,1.024,South Dakota
19680112,9.3,South Dakota
19690101,13.165,South Dakota
19690102,6.474,South Dakota
19690103,5.035,South Dakota
19690104,9.428,South Dakota
19690105,15.011,South Dakota
19690106,16.125,South Dakota
19690107,22.236,South Dakota
19690108,23.734,South Dakota
19690109,17.859,South Dakota
19690110,5.639,South Dakota
19690111,2.111,South Dakota
19690112,5.022,South Dakota
19700101,12.191,South Dakota
19700102,4.169,South Dakota
19700103,3.322,South Dakota
19700104,5.337,South Dakota
19700105,14.483,South Dakota
19700106,20.394,South Dakota
19700107,23.605,South Dakota
19700108,23.118,South Dakota
19700109,16.248,South Dakota
19700110,7.599,South Dakota
19700111,0.371,South Dakota
19700112,8.125,South Dakota
19710101,11.704,South Dakota
19710102,7.365,South Dakota
19710103,0.68,South Dakota
19710104,8.184,South Dakota
19710105,12.686,South Dakota
19710106,20.722,South Dakota
19710107,20.715,South Dakota
19710108,23.178,South Dakota
19710109,15.413,South Dakota
19710110,9.042,South Dakota
19710111,0.908,South Dakota
19710112,7.876,South Dakota
19720101,11.647,South Dakota
19720102,8.413,South Dakota
19720103,0.41,South Dakota
19720104,6.403,South Dakota
19720105,14.363,South Dakota
19720106,19.331,South Dakota
19720107,20.713,South Dakota
19720108,21.723,South Dakota
19720109,15.744,South Dakota
19720110,7.233,South Dakota
19720111,0.716,South Dakota
19720112,9.88,South Dakota
19730101,6.813,South Dakota
19730102,3.831,South Dakota
19730103,3.563,South Dakota
19730104,6.592,South Dakota
19730105,13.269,South Dakota
19730106,19.63,South Dakota
19730107,22.601,South Dakota
19730108,24.005,South Dakota
19730109,14.592,South Dakota
19730110,10.976,South Dakota
19730111,0.276,South Dakota
19730112,6.883,South Dakota
19740101,8.799,South Dakota
19740102,3.527,South Dakota
19740103,1.221,South Dakota
19740104,8.108,South Dakota
19740105,12.739,South Dakota
19740106,19.269,South Dakota
19740107,25.431,South Dakota
19740108,19.846,South Dakota
19740109,14.414,South Dakota
19740110,10.459,South Dakota
19740111,1.379,South Dakota
19740112,4.006,South Dakota
19750101,6.916,South Dakota
19750102,9.02,South Dakota
19750103,3.438,South Dakota
19750104,4.184,South Dakota
19750105,14.006,South Dakota
19750106,18.603,South Dakota
19750107,24.602,South Dakota
19750108,21.869,South Dakota
19750109,14.702,South Dakota
19750110,9.909,South Dakota
19750111,0.663,South Dakota
19750112,4.788,South Dakota
19760101,8.185,South Dakota
19760102,0.557,South Dakota
19760103,0.099,South Dakota
19760104,9.387,South Dakota
19760105,13.816,South Dakota
19760106,20.332,South Dakota
19760107,23.923,South Dakota
19760108,23.548,South Dakota
19760109,17.142,South Dakota
19760110,6.68,South Dakota
19760111,1.947,South Dakota
19760112,6.386,South Dakota
19770101,13.76,South Dakota
19770102,1.93,South Dakota
19770103,1.753,South Dakota
19770104,10.572,South Dakota
19770105,17.736,South Dakota
19770106,20.883,South Dakota
19770107,23.659,South Dakota
19770108,19.376,South Dakota
19770109,16.272,South Dakota
19770110,8.936,South Dakota
19770111,0.482,South Dakota
19770112,8.508,South Dakota
19780101,15.702,South Dakota
19780102,11.992,South Dakota
19780103,0.63,South Dakota
19780104,6.781,South Dakota
19780105,14.154,South Dakota
19780106,19.154,South Dakota
19780107,22.05,South Dakota
19780108,21.6,South Dakota
19780109,18.814,South Dakota
19780110,9.44,South Dakota
19780111,1.87,South Dakota
19780112,9.646,South Dakota
19790101,16.201,South Dakota
19790102,12.784,South Dakota
19790103,1.142,South Dakota
19790104,5.614,South Dakota
19790105,11.89,South Dakota
19790106,19.062,South Dakota
19790107,22.133,South Dakota
19790108,20.653,South Dakota
19790109,18.323,South Dakota
19790110,9.25,South Dakota
19790111,0.88,South Dakota
